bhk,area,furnishing,car_parking,bathroom,price,address
2,1211,Unfurnished,1,2,9000000,Chennai
3,1245,Unfurnished,2,3,12400000,Chennai
2,1000,Unfurnished,1,1,6490000,Chennai
2,1392,Unfurnished,1,2,7630000,Chennai
4,1400,Furnished,2,4,58500000,Chennai
2,656,Unfurnished,1,2,5700000,Chennai
3,1545,Unfurnished,1,3,13100000,Chennai
2,1157,Unfurnished,1,2,8100000,Chennai
3,1003,Semi-Furnished,1,3,8530000,Chennai
3,1485,Unfurnished,1,3,10400000,Chennai
4,1948,Unfurnished,,3,13000000,Chennai
3,1443,Unfurnished,1,3,18000000,Chennai
3,1592,Unfurnished,2,3,39200000,Chennai
3,1300,Unfurnished,1,3,12300000,Chennai
4,1578,Unfurnished,2,3,52699999,Chennai
3,1893,Unfurnished,,3,19500000,Chennai
3,1500,Semi-Furnished,3,3,26500000,Chennai
2,670,Unfurnished,1,2,7820000,Chennai
2,1096,Unfurnished,1,2,7800000,Chennai
3,1915,Unfurnished,1,3,32500000,Chennai
2,10420,Semi-Furnished,6,2,7300000,Chennai
3,1200,Unfurnished,2,3,17500000,Chennai
3,600,Semi-Furnished,,3,8000000,Chennai
4,1370,Semi-Furnished,150,4,4900000,Chennai
3,1950,Semi-Furnished,1,3,16500000,Chennai
2,937,Semi-Furnished,,2,5000000,Chennai
3,1165,Semi-Furnished,1,3,19900000,Chennai
3,3000,Unfurnished,1,3,63000000,Chennai
2,614,Semi-Furnished,,2,8000000,Chennai
3,1526,Semi-Furnished,,3,9500000,Chennai
2,1050,Semi-Furnished,1,2,4500000,Chennai
2,1048,Furnished,,2,7000000,Chennai
3,1539,Unfurnished,1,2,18000000,Chennai
3,1328,Semi-Furnished,,2,7000000,Chennai
2,856,Furnished,,2,5300000,Chennai
1,695,Semi-Furnished,,1,3800000,Chennai
3,1340,Semi-Furnished,,2,13000000,Chennai
3,1270,Unfurnished,,3,14600000,Chennai
2,760,Semi-Furnished,1,2,6500000,Chennai
2,1040,Semi-Furnished,2,2,10000000,Chennai
2,1015,Unfurnished,1,2,36500000,Chennai
3,1146,Semi-Furnished,1,3,11500000,Chennai
2,928,Furnished,,2,4000000,Chennai
4,3300,Furnished,,4,57500000,Chennai
3,1500,Unfurnished,1,3,9200000,Chennai
3,950,Unfurnished,1,3,4310000,Chennai
3,1400,Unfurnished,1,3,16100000,Chennai
3,1826,Semi-Furnished,,3,20000000,Chennai
4,1943,Semi-Furnished,,5,45000000,Chennai
2,834,Semi-Furnished,1,2,7000000,Chennai
3,907,Semi-Furnished,1,3,7150000,Chennai
2,770,Semi-Furnished,,2,3600000,Chennai
4,100,Unfurnished,2,4,45000000,Chennai
2,1000,Unfurnished,1,2,7250000,Chennai
3,570,Unfurnished,1,2,6600000,Chennai
4,2770,Unfurnished,2,4,37000000,Chennai
3,2222,Semi-Furnished,,3,17600000,Chennai
2,874,Unfurnished,1,2,5890000,Chennai
3,1500,Semi-Furnished,1,3,23000000,Chennai
2,850,Unfurnished,,2,7400000,Chennai
2,387,Semi-Furnished,,2,3600000,Chennai
2,1011,Semi-Furnished,,2,7800000,Chennai
10,3500,Semi-Furnished,1,1,29900000,Chennai
5,5000,Furnished,2,5,65000000,Chennai
4,2445,Semi-Furnished,,3,21000000,Chennai
5,3240,Semi-Furnished,,5,25000000,Chennai
3,1100,Semi-Furnished,1,2,9260000,Chennai
8,3400,Furnished,,7,28000000,Chennai
2,850,Semi-Furnished,,2,5000000,Chennai
3,1045,Semi-Furnished,,2,13000000,Chennai
3,645,Semi-Furnished,,3,11800000,Chennai
3,1800,Semi-Furnished,,3,7800000,Chennai
4,4023,Unfurnished,,4,43200000,Hyderabad
4,2556,Unfurnished,,4,29100000,Hyderabad
3,2285,Unfurnished,,3,16600000,Hyderabad
4,3792,Unfurnished,1,3,70100000,Hyderabad
4,3571,Unfurnished,,4,29800000,Hyderabad
4,2309,Unfurnished,,3,18900000,Hyderabad
4,4914,Unfurnished,,6,61400000,Hyderabad
3,3078,Unfurnished,,3,49200000,Hyderabad
4,3013,Unfurnished,,2,21900000,Hyderabad
4,3734,Unfurnished,,4,84000000,Hyderabad
3,2285,Unfurnished,,3,16600000,Hyderabad
3,1702,Unfurnished,,3,8590000,Hyderabad
4,2495,Unfurnished,,4,15700000,Hyderabad
4,3644,Unfurnished,,4,35700000,Hyderabad
2,842,Unfurnished,,2,5050000,Hyderabad
4,4339,Unfurnished,,3,43300000,Hyderabad
3,1935,Unfurnished,,3,18800000,Hyderabad
3,2032,Unfurnished,,3,16000000,Hyderabad
4,4339,Unfurnished,,3,43300000,Hyderabad
4,5454,Unfurnished,,5,62699999,Hyderabad
3,2278,Unfurnished,,3,17300000,Hyderabad
4,3000,Unfurnished,,4,35000000,Hyderabad
3,2555,Unfurnished,,2,18300000,Hyderabad
3,1690,Unfurnished,,3,7940000,Hyderabad
4,2651,Unfurnished,,4,27200000,Hyderabad
3,2080,Unfurnished,,3,17700000,Hyderabad
2,1195,Unfurnished,,2,7700000,Hyderabad
2,1400,Unfurnished,,2,9330000,Hyderabad
3,2750,Unfurnished,1,3,20299999,Hyderabad
3,3472,Unfurnished,1,3,27700000,Hyderabad
4,4864,Unfurnished,,4,29100000,Hyderabad
5,5341,Unfurnished,1,8,66700000,Hyderabad
3,2210,Unfurnished,,,15400000,Hyderabad
4,3000,Unfurnished,,4,35900000,Hyderabad
3,2810,Unfurnished,,3,22100000,Hyderabad
3,3612,Unfurnished,,3,19800000,Hyderabad
3,3490,Unfurnished,,3,31400000,Hyderabad
2,845,Unfurnished,,2,6900000,Hyderabad
2,1010,Unfurnished,,2,8820000,Hyderabad
3,2900,Unfurnished,1,3,16200000,Hyderabad
4,3355,Unfurnished,,4,26200000,Hyderabad
3,2449,Unfurnished,1,4,17300000,Hyderabad
3,1815,Unfurnished,,3,10800000,Hyderabad
3,2660,Unfurnished,1,3,17400000,Hyderabad
3,1860,Unfurnished,,3,15800000,Hyderabad
4,3855,Unfurnished,,4,30400000,Hyderabad
3,2355,Unfurnished,,3,11000000,Hyderabad
3,3130,Unfurnished,1,3,17200000,Hyderabad
5,5485,Unfurnished,1,5,82200000,Hyderabad
4,2950,Unfurnished,1,4,22400000,Hyderabad
4,4090,Unfurnished,,4,44900000,Hyderabad
4,4850,Unfurnished,1,4,67900000,Hyderabad
4,4400,Unfurnished,,4,32100000,Hyderabad
3,1452,Unfurnished,1,3,9900000,Hyderabad
2,1280,Unfurnished,,2,7040000,Hyderabad
4,3950,Unfurnished,,4,37400000,Hyderabad
3,2540,Unfurnished,,3,26000000,Hyderabad
4,6500,Unfurnished,,5,64900000,Hyderabad
3,1860,Unfurnished,,3,11000000,Hyderabad
3,1695,Unfurnished,,3,11299999,Hyderabad
3,2285,Unfurnished,,3,16600000,Hyderabad
5,6555,Unfurnished,1,5,50400000,Hyderabad
4,2687,Unfurnished,1,3,16600000,Hyderabad
2,1350,Unfurnished,,2,9450000,Hyderabad
4,3951,Unfurnished,1,4,28400000,Hyderabad
4,4480,Unfurnished,1,4,31300000,Hyderabad
3,2080,Unfurnished,,3,17500000,Hyderabad
4,2943,Unfurnished,1,3,17600000,Hyderabad
3,1552,Unfurnished,1,3,8480000,Hyderabad
4,3775,Unfurnished,,4,41500000,Hyderabad
3,2660,Unfurnished,1,3,28100000,Hyderabad
2,1160,Unfurnished,,2,6380000,Hyderabad
3,1625,Unfurnished,1,3,11299999,Hyderabad
4,2655,Unfurnished,1,4,20700000,Hyderabad
2,1390,Unfurnished,,2,12500000,Hyderabad
4,3830,Unfurnished,1,4,27700000,Hyderabad
4,4455,Unfurnished,2,4,59000000,Hyderabad
3,2200,Unfurnished,1,3,18200000,Hyderabad
3,1600,Unfurnished,1,3,13000000,Hyderabad
4,3460,Unfurnished,1,4,36300000,Hyderabad
3,2093,Unfurnished,1,3,15200000,Hyderabad
3,1425,Unfurnished,1,3,7120000,Hyderabad
3,1970,Unfurnished,1,3,18800000,Hyderabad
4,3750,Unfurnished,3,4,42800000,Hyderabad
4,3950,Unfurnished,1,4,37500000,Hyderabad
3,1915,Unfurnished,,3,11399999,Hyderabad
4,3840,Unfurnished,2,4,37500000,Hyderabad
4,4685,Unfurnished,,4,50100000,Hyderabad
4,2850,Unfurnished,,4,22799999,Hyderabad
3,2100,Unfurnished,1,3,13600000,Hyderabad
4,4175,Unfurnished,1,5,52100000,Hyderabad
2,1375,Unfurnished,,2,7840000,Hyderabad
3,3400,Unfurnished,1,3,25700000,Hyderabad
3,2320,Unfurnished,1,3,19700000,Hyderabad
3,1952,Unfurnished,1,2,14700000,Hyderabad
3,1450,Unfurnished,1,3,7920000,Hyderabad
4,3196,Furnished,1,5,50000000,Hyderabad
3,1566,Unfurnished,,3,17800000,Hyderabad
3,3080,Furnished,1,4,24300000,Hyderabad
3,2200,Unfurnished,1,3,12100000,Hyderabad
3,1655,Unfurnished,1,3,12700000,Hyderabad
3,1651,Unfurnished,,3,11800000,Hyderabad
3,1360,Unfurnished,1,3,6470000,Hyderabad
3,2599,Unfurnished,1,3,31100000,Hyderabad
2,1170,Unfurnished,1,2,5850000,Hyderabad
3,2635,Unfurnished,2,3,25000000,Hyderabad
3,2869,Unfurnished,1,3,21200000,Hyderabad
2,1295,Unfurnished,2,2,9400000,Hyderabad
3,1920,Unfurnished,1,3,17200000,Hyderabad
3,1900,Unfurnished,1,3,10400000,Hyderabad
4,2416,Unfurnished,1,3,21200000,Hyderabad
4,4330,Unfurnished,1,4,47600000,Hyderabad
2,1020,Unfurnished,1,2,5100000,Hyderabad
3,1740,Unfurnished,1,3,12800000,Hyderabad
3,1815,Unfurnished,1,3,12700000,Hyderabad
3,1550,Unfurnished,2,3,7750000,Hyderabad
3,1805,Semi-Furnished,1,3,12200000,Hyderabad
3,1615,Semi-Furnished,,3,21800000,Hyderabad
3,1300,Semi-Furnished,1,3,9720000,Hyderabad
3,1294,Unfurnished,2,3,27000000,Hyderabad
3,1950,Unfurnished,1,4,18500000,Hyderabad
3,1550,Semi-Furnished,,4,17000000,Hyderabad
4,4120,Semi-Furnished,60,4,52699999,Hyderabad
4,3089,Unfurnished,,5,34000000,Hyderabad
3,1690,Unfurnished,1,3,12600000,Hyderabad
3,1500,Unfurnished,1,3,13700000,Hyderabad
4,6000,Unfurnished,3,5,66000000,Hyderabad
3,2228,Unfurnished,,3,11800000,Hyderabad
3,1190,Unfurnished,,3,19000000,Hyderabad
3,1110,Unfurnished,,2,8600000,Hyderabad
3,2000,Unfurnished,1,3,16800000,Hyderabad
5,2191,Unfurnished,1,5,37000000,Hyderabad
3,1900,Unfurnished,1,4,15900000,Hyderabad
4,1000,Unfurnished,1,4,18400000,Hyderabad
3,2160,Unfurnished,1,3,18400000,Hyderabad
3,1700,Unfurnished,1,3,16900000,Hyderabad
3,1855,Unfurnished,2,3,16299999,Hyderabad
3,2055,Unfurnished,1,3,14600000,Hyderabad
3,2145,Unfurnished,1,3,19300000,Hyderabad
3,1905,Unfurnished,1,3,12900000,Hyderabad
4,2807,Unfurnished,1,4,30099999,Hyderabad
3,1950,Unfurnished,2,3,12500000,Hyderabad
3,1600,Unfurnished,1,3,20000000,Hyderabad
4,1192,Unfurnished,2,4,37900000,Hyderabad
4,3000,Unfurnished,1,3,25500000,Hyderabad
4,1900,Unfurnished,,2,23000000,Hyderabad
3,1839,Unfurnished,1,3,15400000,Hyderabad
3,1740,Unfurnished,1,3,18600000,Hyderabad
3,180,Unfurnished,,3,41000000,Hyderabad
4,3500,Unfurnished,,4,55800000,Hyderabad
